Country,Year,"Fertility rate, total (births per woman)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Human capital index (HCI) (scale 0-1),rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
Australia,1960,3.453,,,,,,161635.515625,165419.75,10.470018916696018,4.155402183532715,1978.310818242911,2.746758460998535,111805.234375,170153.515625,165522.125,163815.375,655653.3125,0.06893955916166306,0.7552025318145752,0.7850565314292908,185281.28125,122699.0,165593.28125,877807.25,0.08081266283988953,0.7669190168380737,0.7164780497550964,0.6858193278312683,0.03723759949207306,0.02420107088983059,0.8928999748410066,0.12180639058351517,0.1187674030661583,0.1200048178434372,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5933981537818909,0.3561832010746002,0.08910943567752838,0.10858818143606186,-0.11738605797290802,-0.029892919585108757,0.11717799305915833,0.11294418573379517,0.15262781083583832,0.10144548118114471,0.09188725054264069,0.09927623718976974,0.45504945516586304
Australia,1961,3.54,,,,,,165718.078125,170311.6875,10.710053214542974,4.167400360107422,1974.661182050351,2.768152952194214,116244.65625,167056.5625,168795.890625,167788.40625,671180.9375,0.06817711144685745,0.7546956539154053,0.7526953220367432,187807.84375,126043.875,163882.390625,905852.3125,0.0838501900434494,0.7637390494346619,0.6966357827186584,0.6805217862129211,0.04355116933584213,0.024352191016077995,0.8928999748410066,0.12145739048719406,0.11777602881193161,0.11848322302103043,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.600716769695282,0.3028332591056824,0.09208832681179047,0.11592040210962296,-0.09420624375343323,-0.017352506518363953,0.11642514914274216,0.10935404151678085,0.1542840451002121,0.10556983947753906,0.09511929005384445,0.09456678479909897,0.4525831341743469
Australia,1962,3.442,,,,,,175465.75,179626.21875,10.908265573824156,4.267385482788086,1971.0182787959195,2.7897136211395264,123219.640625,179911.828125,178033.1875,176918.734375,696079.5,0.06404738128185272,0.7679367661476135,0.7821918725967407,199598.484375,132875.203125,176889.734375,943025.375,0.08853284269571304,0.7817019820213318,0.7241505980491638,0.6706364154815674,0.0455097034573555,0.024508148431777954,0.8928999748410066,0.1223798617720604,0.12076947838068008,0.12153021991252899,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.6056804656982422,0.32044193148612976,0.09079550206661224,0.10076333582401276,-0.09362295269966125,-0.024058224633336067,0.11725541949272156,0.11726932972669601,0.15656407177448273,0.11615908890962601,0.10748624801635742,0.1002042293548584,0.49386292695999146
Australia,1963,3.332,,,,,,190395.4375,192393.90625,11.116948354841757,4.389368057250977,1967.3820960585276,2.8114423751831055,131188.59375,191183.921875,192960.875,190072.59375,726829.8125,0.06070874631404877,0.7971072196960449,0.8052328824996948,213073.5,142066.3125,188010.5625,982049.25,0.09363909065723419,0.8006067872047424,0.7384384870529175,0.6617007255554199,0.050862036645412445,0.024701103568077087,0.8928999748410066,0.1246439591050148,0.1230929046869278,0.12496338039636612,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.6023358106613159,0.3156443238258362,0.08786673098802567,0.11971692740917206,-0.1202043741941452,-0.0053594051860272884,0.1192016452550888,0.11970128864049911,0.16195161640644073,0.12237586081027985,0.10673453658819199,0.10315323621034622,0.5560938119888306
Australia,1964,3.146,,,,,,198959.921875,201940.234375,11.336044700266514,4.546845436096191,1963.752621440001,2.833340644836426,137784.546875,205828.96875,201304.15625,199226.15625,766154.0625,0.061732787638902664,0.7917506694793701,0.824676513671875,226548.46875,150140.109375,202860.515625,1029737.8125,0.09983484447002411,0.8106652498245239,0.7587875723838806,0.6681882739067078,0.045994967222213745,0.024886926636099815,0.8928999748410066,0.12981747090816498,0.1288236379623413,0.13016733527183533,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5993458032608032,0.341543585062027,0.09225287288427353,0.1266920566558838,-0.13319462537765503,-0.02663975954055786,0.12393977493047714,0.1268112063407898,0.16800355911254883,0.12027698010206223,0.11033736914396286,0.10912449657917023,0.5424081683158875
Australia,1965,2.977,,,,,,202160.359375,204649.671875,11.559445820095004,4.684576034545898,1960.1298425650375,2.8554093837738037,142996.703125,209329.828125,204371.859375,201510.5,798492.75,0.059955742210149765,0.7760120034217834,0.8087213039398193,231601.609375,156117.875,206917.375,1072224.875,0.10520336776971817,0.7953225374221802,0.7427470088005066,0.6805416345596313,0.040198687463998795,0.02503918670117855,0.8928999748410066,0.1345123052597046,0.13337597250938416,0.1352698653936386,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.6072524785995483,0.3291795253753662,0.10237161070108414,0.116130530834198,-0.1447007805109024,-0.010233406908810139,0.12862201035022736,0.13092635571956635,0.16945259273052216,0.12696105241775513,0.11500544846057892,0.11225928366184235,0.5143033862113953
Australia,1966,2.881,,,,,,215622.484375,218782.984375,11.777407909985131,4.853451728820801,1956.5137470811662,2.8776497840881348,149978.515625,220724.921875,217996.5,216166.0,832163.3125,0.055960748344659805,0.7977928519248962,0.8145472407341003,245918.8125,163557.640625,218191.6875,1119233.75,0.11174625903367996,0.8053593039512634,0.7469273209571838,0.6760570406913757,0.04179755225777626,0.025177286937832832,0.8928999748410066,0.13925185799598694,0.13933439552783966,0.1405142843723297,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5909410715103149,0.32727810740470886,0.10287068784236908,0.1131291463971138,-0.12552346289157867,-0.008695592172443867,0.13304995000362396,0.1395093947649002,0.17487871646881104,0.12597863376140594,0.11781592667102814,0.12022729218006134,0.5734855532646179
Australia,1967,2.848,,,,,,224374.796875,228736.40625,11.996868527790593,5.005279541015625,1952.9043226587034,2.9000635147094727,159516.3125,232551.40625,227025.796875,226229.71875,870199.5625,0.05680406466126442,0.7924677133560181,0.8130311369895935,258551.625,173090.484375,229936.421875,1167379.125,0.11838047951459885,0.8106352686882019,0.7535780668258667,0.6703483462333679,0.044200435280799866,0.025346100330352783,0.8928999748410066,0.14416460692882538,0.14384445548057556,0.14435063302516937,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5964158773422241,0.3228359520435333,0.10869179666042328,0.117249496281147,-0.12355450540781021,-0.021638626232743263,0.13745424151420593,0.14314521849155426,0.18098586797714233,0.12695994973182678,0.1236361414194107,0.12272369116544724,0.5959765911102295
Australia,1968,2.888,,,,,,242520.640625,246073.59375,12.228672004463983,5.1274871826171875,1949.301556990712,2.922651767730713,168049.015625,249522.625,245552.84375,243944.734375,912002.75,0.056001290678977966,0.8114544749259949,0.8248322606086731,277079.75,181728.578125,246418.046875,1224692.375,0.12620210647583008,0.8335549235343933,0.7748973369598389,0.6642485857009888,0.047439176589250565,0.025548318400979042,0.8928999748410066,0.14867112040519714,0.14911885559558868,0.15010185539722443,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5831165313720703,0.3339838683605194,0.10576491802930832,0.1068221777677536,-0.12597671151161194,-0.003710784250870347,0.1419764906167984,0.1500423550605774,0.185580775141716,0.1305280178785324,0.1255226731300354,0.129757821559906,0.6383402347564697
Australia,1969,2.886,,,,,,261061.015625,264889.34375,12.509311108557046,5.270841598510742,1945.7054377929585,2.945416212081909,178201.40625,265522.90625,264196.0,262454.1875,963205.75,0.055324334651231766,0.8398686647415161,0.8443918228149414,297292.28125,193599.28125,262425.34375,1285642.75,0.13392890989780426,0.857326865196228,0.791062593460083,0.6568861603736877,0.051334675401449203,0.025763599202036858,0.8928999748410066,0.155934140086174,0.15618397295475006,0.1572205126285553,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5714635252952576,0.3327113687992096,0.10751744359731674,0.1095871850848198,-0.11526736617088318,-0.006012121215462685,0.14897863566875458,0.15669384598731995,0.19290322065353394,0.14064010977745056,0.1323595941066742,0.1346200704574585,0.7062762975692749
Australia,1970,2.859,2.160746202218944,893138535.5,,,,269214.03125,275292.34375,12.793033999999999,5.470687389373779,1942.115952803873,2.968357801437378,184285.796875,274514.125,272997.25,273622.1875,1013307.0,0.056976087391376495,0.8428213596343994,0.8431806564331055,309082.875,201436.75,270892.125,1344943.75,0.14104384183883667,0.8512319922447205,0.779850959777832,0.6710271835327148,0.04695514217019081,0.025937695056200027,0.892856999892857,0.16761794686317444,0.1653924584388733,0.16501472890377045,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5641056895256042,0.32975515723228455,0.10939887911081314,0.12365878373384476,-0.11828970909118652,-0.008628778159618378,0.15939585864543915,0.16084706783294678,0.21001434326171875,0.13657738268375397,0.13849051296710968,0.1385328769683838,0.6919808387756348
Australia,1971,2.961,2.5546552376205955,1155158059.0,,,,277322.78125,285965.40625,13.033133,5.582775115966797,1923.4794331106455,2.991992712020874,190282.0,280117.75,281414.625,284739.0,1059756.625,0.05922641232609749,0.8382026553153992,0.8196412324905396,321175.8125,208982.484375,276454.1875,1405481.5,0.14856992661952972,0.8588335514068604,0.7727367877960205,0.6754521131515503,0.044910985976457596,0.026048576459288597,0.8826702592955477,0.18293452262878418,0.17908477783203125,0.1769939363002777,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5573521256446838,0.3155020475387573,0.11091602593660355,0.12343508750200272,-0.10307236015796661,-0.004132954403758049,0.17351554334163666,0.17093060910701752,0.2302648276090622,0.14432749152183533,0.15782998502254486,0.14816497266292572,0.6542882323265076
Australia,1972,2.744,2.0253132842902035,1054014675.1,,,,290876.375,295046.5625,13.244171,5.652177333831787,1903.1486843543973,3.0158162117004395,197785.09375,287485.84375,294774.1875,293662.9375,1107388.5,0.05844200775027275,0.8337728381156921,0.8092246651649475,329570.46875,218084.375,284238.25,1467339.125,0.15621721744537354,0.8613065481185913,0.7764871120452881,0.6699352264404297,0.047501567751169205,0.026079244911670685,0.8386978072622071,0.2072196751832962,0.20122036337852478,0.2019818127155304,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5609682202339172,0.3054548501968384,0.11254239827394485,0.11610401421785355,-0.09028995037078857,-0.004779486916959286,0.1961156725883484,0.18799223005771637,0.2625676691532135,0.18494127690792084,0.1718134880065918,0.1654125601053238,0.7263669967651367
Australia,1973,2.491,0.2115500369135121,135039666.1,,,,306236.6875,308242.96875,13.431794,5.798769950866699,1889.80663048311,3.0398292541503906,207499.5,305240.25,309481.5625,306831.78125,1155736.25,0.06575428694486618,0.8075981140136719,0.8029541969299316,343093.96875,230013.859375,302175.0625,1531502.125,0.16380158066749573,0.8673965930938721,0.7985562086105347,0.6922356486320496,0.04044560343027115,0.026049664244055748,0.703497101577426,0.2808283269405365,0.2768334150314331,0.279224157333374,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5657917857170105,0.3185483515262604,0.11047288775444031,0.12570957839488983,-0.10173019021749496,-0.018792474642395973,0.26425307989120483,0.26835235953330994,0.3657193183898926,0.2487832009792328,0.2182290107011795,0.2286071926355362,0.7829258441925049
Australia,1974,2.397,1.4924121482043635,1327729911.6,,,,294963.125,297153.71875,13.60557,5.89822244644165,1907.0665890626328,3.0640335083007812,219063.203125,300000.90625,301245.53125,297450.09375,1186162.5,0.07391248643398285,0.7566196322441101,0.762987494468689,347725.40625,243248.140625,294668.8125,1583221.5,0.1698908507823944,0.8490774035453796,0.7521202564239502,0.7198032736778259,0.029850028455257416,0.0259851161390543,0.6966658686380962,0.3391762673854828,0.33906155824661255,0.34338799118995667,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.6117510795593262,0.2721050977706909,0.12471938878297806,0.14265571534633636,-0.1562066376209259,0.004975352436304092,0.3139408826828003,0.3387511372566223,0.46295639872550964,0.2592405676841736,0.23860615491867065,0.2771454155445099,0.6979353427886963
Australia,1975,2.148,0.46146810789205117,449028697.2,,,,296250.15625,303125.4375,13.773287999999999,5.873687267303467,1893.8304245077838,3.088430404663086,222504.046875,304545.3125,303961.0,304033.59375,1214673.75,0.0693819522857666,0.7895573377609253,0.798166036605835,356723.5,249276.15625,298740.96875,1636506.125,0.17645849287509918,0.8637245297431946,0.7561022639274597,0.7138828635215759,0.02939659357070923,0.02590595930814743,0.763871249,0.36106374859809875,0.3584781885147095,0.358392596244812,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5985735058784485,0.2698427438735962,0.1332668513059616,0.15037097036838531,-0.13135835528373718,-0.020695731043815613,0.3342679738998413,0.3514658510684967,0.48141810297966003,0.2597838044166565,0.24616387486457825,0.3040424585342407,0.7122319936752319
